Orthogroup	Sp9509_oxford_v3.proteins	Sp7498_pacbio.protein
OG0006728	Sp14g00256	g12287.t1
OG0006729	Sp14g00254	g12290.t1
OG0006730	Sp14g00253	g12291.t1
OG0006731	Sp14g00252	g12292.t1
OG0006732	Sp14g00246	g12299.t1
OG0006733	Sp14g00232	g12310.t1
OG0006734	Sp14g00224	g12315.t1
OG0006735	Sp14g00221	g12319.t1
OG0006736	Sp14g00220	g12320.t1
OG0006737	Sp14g00215	g12325.t1
OG0006738	Sp14g00213	g12327.t1
OG0006739	Sp14g00212	g12328.t1
OG0006740	Sp14g00206	g12334.t1
OG0006741	Sp14g00199	g12340.t1
OG0006742	Sp14g00197	g12342.t1
OG0006743	Sp14g00191	g12344.t1
OG0006744	Sp14g00190	g12345.t1
OG0006745	Sp14g00184	g12351.t1
OG0006746	Sp14g00176	g12356.t1
OG0006747	Sp14g00175	g12357.t1
OG0006748	Sp14g00173	g12359.t1
OG0006749	Sp14g00170	g12362.t1
OG0006750	Sp14g00169	g12363.t1
OG0006751	Sp14g00167	g12365.t1
OG0006752	Sp14g00161	g12371.t1
OG0006753	Sp14g00158	g12374.t1
OG0006754	Sp14g00157	g12375.t1
OG0006755	Sp14g00155	g12378.t1
OG0006756	Sp14g00152	g12380.t1
OG0006757	Sp14g00144	g12388.t1
OG0006758	Sp14g00137	g12393.t1
OG0006759	Sp14g00135	g12395.t1
OG0006760	Sp14g00134	g12396.t1
OG0006761	Sp14g00133	g12397.t1
OG0006762	Sp14g00131	g12399.t1
OG0006763	Sp14g00129	g12400.t1
OG0006764	Sp14g00119	g12414.t1
OG0006765	Sp14g00118	g12415.t1
OG0006766	Sp14g00116	g12416.t1
OG0006767	Sp14g00112	g12419.t1
OG0006768	Sp14g00110	g12421.t1
OG0006769	Sp14g00108	g12422.t1
OG0006770	Sp14g00104	g12425.t1
OG0006771	Sp14g00101	g12428.t1
OG0006772	Sp14g00099	g12431.t1
OG0006773	Sp14g00097	g12433.t1
OG0006774	Sp14g00096	g12434.t1
OG0006775	Sp14g00086	g12444.t1
OG0006776	Sp14g00085	g12445.t1
OG0006777	Sp14g00083	g12447.t1
OG0006778	Sp14g00082	g12448.t1
OG0006779	Sp14g00079	g12453.t1
OG0006780	Sp14g00078	g12454.t1
OG0006781	Sp14g00074	g12458.t1
OG0006782	Sp14g00069	g12463.t1
OG0006783	Sp14g00068	g12464.t1
OG0006784	Sp14g00067	g12466.t1
OG0006785	Sp14g00065	g12468.t1
OG0006786	Sp14g00064	g12469.t1
OG0006787	Sp14g00063	g12470.t1
OG0006788	Sp14g00062	g12471.t1
OG0006789	Sp14g00061	g12472.t1
OG0006790	Sp14g00060	g12473.t1
OG0006791	Sp14g00058	g12474.t1
OG0006792	Sp14g00051	g12480.t1
OG0006793	Sp14g00044	g12490.t1
OG0006794	Sp14g00043	g12491.t1
OG0006795	Sp14g00042	g12492.t1
OG0006796	Sp14g00028	g12506.t1
OG0006797	Sp14g00017	g12516.t1
OG0006798	Sp14g00012	g12522.t1
OG0006799	Sp14g00010	g12525.t1
OG0006800	Sp14g00009	g12526.t1
OG0006801	Sp14g00007	g12528.t1
OG0006802	Sp14g00004	g12531.t1
OG0006803	Sp14g00003	g12533.t1
OG0006804	Sp14g00772	g12544.t1
OG0006805	Sp14g00780	g12552.t1
OG0006806	Sp14g00781	g12554.t1
OG0006807	Sp14g00788	g12558.t1
OG0006808	Sp14g00789	g12559.t1
OG0006809	Sp14g00790	g12560.t1
OG0006810	Sp14g00792	g12562.t1
OG0006811	Sp14g00793	g12563.t1
OG0006813	Sp17g00581	g12590.t1
OG0006814	Sp17g00579	g12592.t1
OG0006815	Sp17g00577	g12594.t1
OG0006816	Sp17g00576	g12596.t1
OG0006817	Sp17g00571	g12600.t1
OG0006818	Sp17g00568	g12602.t1
OG0006819	Sp17g00565	g12605.t1
OG0006820	Sp17g00563	g12608.t1
OG0006821	Sp17g00560	g12610.t1
OG0006822	Sp17g00551	g12618.t1
OG0006823	Sp17g00543	g12626.t1
OG0006824	Sp17g00537	g12629.t1
OG0006825	Sp17g00536	g12631.t1
OG0006826	Sp17g00532	g12635.t1
OG0006827	Sp17g00529	g12638.t1
OG0006828	Sp17g00528	g12640.t1
OG0006829	Sp17g00495	g12661.t1
OG0006829	Sp17g00494	g12662.t1
OG0006830	Sp17g00480, Sp17g00453	g12673.t1, g12697.t1
OG0006831	Sp17g00429	g12720.t1
OG0006832	Sp17g00425	g12725.t1
OG0006833	Sp17g00424	g12726.t1
OG0006834	Sp17g00420	g12731.t1
OG0006835	Sp17g00419	g12732.t1
OG0006836	Sp17g00418	g12733.t1
OG0006837	Sp17g00407	g12746.t1
OG0006839	Sp17g00401	g12751.t1
OG0006840	Sp17g00386	g12763.t1
OG0006841	Sp17g00385	g12764.t1
OG0006842	Sp17g00384	g12766.t1
OG0006843	Sp17g00383	g12767.t1
OG0006844	Sp17g00381	g12768.t1
OG0006845	Sp17g00380	g12769.t1
OG0006846	Sp17g00375	g12774.t1
OG0006847	Sp17g00365	g12785.t1
OG0006848	Sp17g00364	g12786.t1
OG0006849	Sp17g00362	g12787.t1
OG0006850	Sp17g00357	g12792.t1
OG0006851	Sp17g00356	g12793.t1
OG0006852	Sp17g00353	g12795.t1
OG0006853	Sp17g00346	g12801.t1
OG0006854	Sp17g00345	g12802.t1
OG0006855	Sp17g00343	g12803.t1
OG0006856	Sp17g00342	g12804.t1
OG0006857	Sp17g00340	g12807.t1
OG0006858	Sp17g00339	g12808.t1
OG0006859	Sp17g00338	g12809.t1
OG0006860	Sp17g00332	g12814.t1
OG0006861	Sp17g00330	g12816.t1
OG0006862	Sp17g00327	g12818.t1
OG0006863	Sp17g00325	g12820.t1
OG0006864	Sp17g00324	g12821.t1
OG0006865	Sp17g00323	g12822.t1
OG0006866	Sp17g00321	g12823.t1
OG0006867	Sp17g00320	g12824.t1
OG0006868	Sp17g00318	g12827.t1
OG0006869	Sp17g00315	g12829.t1
OG0006870	Sp17g00314	g12830.t1
OG0006871	Sp17g00311	g12833.t1
OG0006872	Sp17g00310	g12834.t1
OG0006873	Sp17g00306	g12839.t1
OG0006874	Sp17g00303	g12841.t1
OG0006875	Sp17g00295	g12847.t1
OG0006876	Sp17g00290	g12852.t1
OG0006877	Sp17g00286	g12856.t1
OG0006878	Sp17g00284	g12858.t1
OG0006879	Sp17g00283	g12859.t1
OG0006880	Sp17g00269	g12872.t1
OG0006880	Sp17g00274	g12869.t1
OG0006881	Sp17g00264	g12880.t1
OG0006882	Sp17g00255	g12889.t1
OG0006883	Sp17g00248	g12895.t1
OG0006884	Sp17g00238	g12904.t1
OG0006885	Sp17g00236	g12906.t1
OG0006886	Sp17g00235	g12908.t1
OG0006887	Sp17g00233	g12910.t1
OG0006888	Sp17g00230	g12913.t1
OG0006889	Sp17g00225	g12917.t1
OG0006890	Sp17g00224	g12918.t1
OG0006891	Sp17g00218	g12923.t1
OG0006892	Sp17g00216	g12926.t1
OG0006893	Sp17g00214	g12928.t1
OG0006894	Sp17g00210	g12933.t1
OG0006895	Sp17g00185	g12956.t1
OG0006896	Sp17g00177	g12961.t1
OG0006897	Sp17g00176	g12962.t1
OG0006898	Sp17g00167	g12971.t1
OG0006899	Sp17g00162	g12976.t1
OG0006900	Sp17g00157	g12979.t1
OG0006901	Sp17g00156	g12981.t1, g12980.t1
OG0006902	Sp17g00149	g12984.t1
OG0006903	Sp17g00132	g12992.t1
OG0006904	Sp17g00130	g12993.t1
OG0006905	Sp17g00129	g12994.t1
OG0006906	Sp17g00124	g13002.t1
OG0006907	Sp17g00115	g13013.t1
OG0006908	Sp17g00103	g13025.t1
OG0006909	Sp17g00102	g13026.t1
OG0006910	Sp17g00087	g13038.t1
OG0006911	Sp17g00086	g13040.t1
OG0006912	Sp17g00085	g13041.t1
OG0006913	Sp17g00084	g13042.t1
OG0006914	Sp17g00083	g13043.t1
OG0006915	Sp17g00082	g13044.t1
OG0006916	Sp17g00080	g13046.t1
OG0006917	Sp17g00076	g13051.t1
OG0006918	Sp17g00075	g13053.t1
OG0006919	Sp17g00071	g13057.t1
OG0006920	Sp17g00070	g13058.t1
OG0006921	Sp17g00069	g13059.t1
OG0006922	Sp17g00066	g13061.t1
OG0006923	Sp17g00062	g13065.t1
OG0006924	Sp17g00053	g13071.t1
OG0006925	Sp17g00052	g13072.t1
OG0006926	Sp17g00044	g13080.t1
OG0006927	Sp17g00043	g13082.t1
OG0006928	Sp17g00041	g13086.t1
OG0006929	Sp17g00038	g13088.t1
OG0006930	Sp17g00035	g13090.t1
OG0006931	Sp17g00033	g13091.t1
OG0006932	Sp17g00022	g13100.t1
OG0006933	Sp17g00020	g13102.t1
OG0006934	Sp17g00016	g13105.t1
OG0006935	Sp17g00015	g13106.t1
OG0006936	Sp17g00007	g13112.t1
OG0006937	Sp17g00006	g13113.t1
OG0006938	Sp17g00004	g13115.t1
OG0006939	Sp15g00435	g13120.t1
OG0006940	Sp16g00007	g13124.t1
OG0006941	Sp16g00009	g13126.t1
OG0006942	Sp16g00016	g13134.t1
OG0006943	Sp16g00024	g13142.t1
OG0006944	Sp16g00027	g13146.t1
OG0006945	Sp16g00036	g13152.t1
OG0006946	Sp16g00037	g13153.t1
OG0006947	Sp16g00044	g13159.t1
OG0006948	Sp16g00045	g13160.t1
OG0006949	Sp16g00046	g13161.t1
OG0006950	Sp16g00053	g13166.t1
OG0006951	Sp16g00056	g13170.t1
OG0006952	Sp16g00057	g13171.t1
OG0006953	Sp16g00073	g13187.t1
OG0006954	Sp16g00086	g13202.t1
OG0006955	Sp16g00087	g13203.t1
OG0006956	Sp16g00092	g13209.t1
OG0006957	Sp16g00096	g13215.t1
OG0006958	Sp16g00098	g13217.t1
OG0006959	Sp16g00099	g13218.t1
OG0006960	Sp16g00100	g13219.t1
OG0006961	Sp16g00108	g13225.t1
OG0006962	Sp16g00111	g13229.t1
OG0006963	Sp16g00112	g13230.t1
OG0006964	Sp16g00117	g13236.t1
OG0006965	Sp16g00119	g13238.t1
OG0006966	Sp16g00120	g13239.t1
OG0006967	Sp16g00122	g13241.t1
OG0006968	Sp16g00123	g13242.t1
OG0006969	Sp16g00125	g13245.t1
OG0006970	Sp16g00129	g13249.t1
OG0006971	Sp16g00130	g13250.t1
OG0006972	Sp16g00132	g13252.t1
OG0006973	Sp16g00133	g13253.t1
OG0006974	Sp16g00139	g13259.t1
OG0006975	Sp16g00142	g13263.t1
OG0006976	Sp16g00143	g13264.t1
OG0006977	Sp16g00144	g13265.t1
OG0006978	Sp16g00145	g13266.t1
OG0006979	Sp16g00147	g13268.t1
OG0006980	Sp16g00150	g13271.t1
OG0006981	Sp16g00154, Sp16g00155	g13274.t1
OG0006982	Sp16g00162	g13281.t1
OG0006984	Sp16g00163	g13283.t1
OG0006985	Sp16g00165	g13285.t1
OG0006986	Sp16g00166	g13286.t1
OG0006987	Sp16g00168	g13288.t1
OG0006988	Sp16g00173	g13291.t1
OG0006989	Sp16g00194	g13311.t1
OG0006990	Sp16g00197	g13314.t1
OG0006991	Sp16g00201	g13317.t1
OG0006992	Sp16g00202	g13318.t1
OG0006993	Sp16g00205	g13321.t1
OG0006994	Sp16g00206	g13322.t1
OG0006995	Sp16g00207	g13325.t1
OG0006996	Sp16g00210	g13328.t1
OG0006997	Sp16g00211	g13329.t1
OG0006998	Sp16g00215	g13334.t1
OG0006999	Sp16g00217	g13336.t1
OG0007000	Sp16g00218	g13337.t1
OG0007001	Sp16g00220	g13338.t1
OG0007002	Sp16g00221	g13339.t1
OG0007003	Sp16g00222	g13341.t1
OG0007004	Sp16g00223	g13342.t1
OG0007005	Sp16g00228	g13346.t1
OG0007006	Sp16g00229	g13347.t1
OG0007007	Sp16g00234	g13351.t1
OG0007008	Sp16g00235	g13352.t1
OG0007009	Sp16g00236	g13353.t1
OG0007010	Sp16g00237	g13354.t1
OG0007011	Sp16g00240	g13357.t1
OG0007012	Sp16g00245	g13361.t1
OG0007013	Sp16g00246	g13362.t1
OG0007014	Sp16g00251	g13365.t1
OG0007015	Sp16g00252	g13366.t1
OG0007016	Sp16g00259	g13371.t1
OG0007017	Sp16g00264	g13373.t1
OG0007018	Sp16g00273	g13383.t1
OG0007019	Sp16g00274	g13384.t1
OG0007020	Sp16g00275	g13385.t1
OG0007021	Sp16g00276	g13387.t1
OG0007022	Sp16g00277	g13388.t1
OG0007023	Sp16g00278	g13389.t1
OG0007024	Sp16g00280	g13390.t1
OG0007025	Sp16g00281	g13391.t1
OG0007026	Sp16g00285	g13394.t1
OG0007027	Sp16g00286	g13395.t1
OG0007028	Sp16g00289	g13398.t1
OG0007029	Sp16g00292	g13401.t1
OG0007030	Sp16g00299	g13408.t1
OG0007031	Sp16g00301	g13410.t1
OG0007032	Sp16g00316	g13416.t1
OG0007033	Sp16g00317	g13417.t1
OG0007034	Sp16g00319	g13419.t1
OG0007035	Sp16g00321	g13421.t1
OG0007036	Sp16g00324	g13423.t1
OG0007037	Sp16g00326	g13426.t1
OG0007038	Sp16g00329	g13429.t1
OG0007039	Sp16g00334	g13431.t1
OG0007040	Sp16g00340	g13438.t1
OG0007041	Sp16g00344	g13442.t1
OG0007042	Sp16g00347	g13444.t1
OG0007043	Sp16g00351	g13449.t1
OG0007044	Sp16g00352	g13451.t1
OG0007045	Sp16g00355	g13455.t1
OG0007046	Sp16g00359	g13457.t1
OG0007047	Sp16g00366	g13465.t1
OG0007047	Sp16g00365	g13463.t1
OG0007048	Sp03g00725	g13472.t1, g16612.t1
OG0007049	Sp16g00375	g13475.t1
OG0007050	Sp16g00379	g13479.t1
OG0007051	Sp16g00385	g13481.t1
OG0007052	Sp16g00386	g13482.t1
OG0007053	Sp16g00391	g13487.t1
OG0007053	Sp16g00388	g13484.t1
OG0007054	Sp16g00394	g13490.t1
OG0007055	Sp16g00399	g13494.t1
OG0007056	Sp16g00404	g13498.t1
OG0007057	Sp16g00405	g13499.t1
OG0007058	Sp16g00412	g13505.t1
OG0007059	Sp16g00413	g13506.t1
OG0007060	Sp16g00414	g13507.t1
OG0007061	Sp16g00416	g13509.t1
OG0007062	Sp16g00417	g13510.t1
OG0007063	Sp16g00418	g13511.t1
OG0007064	Sp16g00427	g13521.t1
OG0007065	Sp16g00428	g13522.t1
OG0007066	Sp16g00429	g13523.t1
OG0007067	Sp16g00431	g13525.t1
OG0007068	Sp16g00433	g13526.t1
OG0007069	Sp16g00434	g13527.t1
OG0007070	Sp16g00440	g13533.t1
OG0007071	Sp16g00445	g13539.t1
OG0007072	Sp16g00447	g13542.t1
OG0007073	Sp16g00452	g13549.t1
OG0007074	Sp16g00453	g13551.t1
OG0007075	Sp16g00458	g13555.t1
OG0007076	Sp16g00459	g13556.t1
OG0007077	Sp16g00461	g13557.t1
OG0007078	Sp16g00467	g13563.t1
OG0007079	Sp16g00474	g13570.t1
OG0007080	Sp16g00475	g13571.t1
OG0007081	Sp16g00477	g13573.t1
OG0007082	Sp16g00478	g13574.t1
OG0007083	Sp16g00479	g13575.t1
OG0007084	Sp16g00480	g13576.t1
OG0007085	Sp16g00482	g13580.t1
OG0007086	Sp16g00486	g13584.t1
OG0007087	Sp16g00488	g13586.t1
OG0007088	Sp16g00491	g13590.t1
OG0007089	Sp16g00495	g13592.t1
OG0007090	Sp16g00499	g13598.t1
OG0007091	Sp17g00047	g13601.t1, g13604.t1
OG0007092	Sp16g00585	g13609.t1
OG0007093	Sp16g00586	g13610.t1
OG0007094	Sp12g00192	g13642.t1
OG0007095	Sp12g00193	g13643.t1
OG0007096	Sp12g00195	g13645.t1
OG0007097	Sp12g00205	g13654.t1
OG0007098	Sp12g00206	g13655.t1
OG0007099	Sp12g00208	g13658.t1
OG0007100	Sp12g00209	g13659.t1
OG0007101	Sp12g00211	g13661.t1
OG0007102	Sp12g00214	g13663.t1
OG0007103	Sp12g00216	g13665.t1
OG0007104	Sp12g00217	g13666.t1
OG0007105	Sp12g00220	g13669.t1
OG0007106	Sp12g00226	g13676.t1
OG0007107	Sp12g00229	g13678.t1
OG0007108	Sp12g00230	g13679.t1
OG0007109	Sp12g00231	g13680.t1
OG0007110	Sp12g00233	g13682.t1
OG0007111	Sp12g00236	g13684.t1
OG0007112	Sp12g00238	g13686.t1
OG0007113	Sp12g00243	g13690.t1
OG0007114	Sp12g00244	g13691.t1
OG0007115	Sp12g00251	g13699.t1
OG0007116	Sp12g00258	g13706.t1
OG0007117	Sp12g00259	g13707.t1
OG0007118	Sp12g00260	g13709.t1
OG0007119	Sp12g00261	g13710.t1
OG0007120	Sp12g00264	g13712.t1
OG0007121	Sp12g00265	g13713.t1
OG0007122	Sp12g00269	g13716.t1
OG0007123	Sp12g00290	g13730.t1
OG0007124	Sp12g00291	g13732.t1
OG0007125	Sp12g00292	g13733.t1
OG0007126	Sp12g00296	g13737.t1
OG0007127	Sp12g00300	g13740.t1
OG0007128	Sp12g00303	g13742.t1
OG0007129	Sp12g00306	g13745.t1
OG0007130	Sp12g00310	g13749.t1
OG0007131	Sp12g00314	g13752.t1
OG0007132	Sp12g00319	g13755.t1
OG0007133	Sp12g00325	g13761.t1
OG0007134	Sp12g00329	g13763.t1
OG0007135	Sp12g00330	g13764.t1
OG0007136	Sp12g00331	g13765.t1
OG0007137	Sp12g00336	g13770.t1
OG0007138	Sp12g00337	g13771.t1
OG0007139	Sp12g00338	g13772.t1
OG0007140	Sp12g00339	g13773.t1
OG0007141	Sp12g00346	g13781.t1
OG0007142	Sp12g00347	g13782.t1
OG0007143	Sp12g00353	g13787.t1
OG0007144	Sp12g00357	g13791.t1
OG0007145	Sp12g00358	g13792.t1
OG0007146	Sp12g00364	g13800.t1
OG0007147	Sp12g00366	g13801.t1
OG0007148	Sp12g00369	g13803.t1
OG0007149	Sp12g00371	g13805.t1
OG0007150	Sp12g00372	g13806.t1
OG0007151	Sp12g00379	g13813.t1
OG0007152	Sp12g00380	g13814.t1
OG0007153	Sp12g00381	g13815.t1
OG0007154	Sp12g00382	g13819.t1
OG0007155	Sp12g00384	g13822.t1
OG0007156	Sp12g00386	g13824.t1
OG0007157	Sp12g00387	g13825.t1
OG0007158	Sp12g00390	g13827.t1
OG0007159	Sp12g00391	g13828.t1
OG0007160	Sp12g00393	g13830.t1
OG0007161	Sp12g00395	g13831.t1
OG0007162	Sp12g00396	g13832.t1
OG0007163	Sp12g00406	g13842.t1
OG0007164	Sp12g00407	g13843.t1
OG0007165	Sp12g00408	g13844.t1
OG0007166	Sp12g00421	g13851.t1
OG0007167	Sp12g00423	g13854.t1
OG0007168	Sp12g00427	g13857.t1
OG0007169	Sp12g00434	g13865.t1
OG0007170	Sp12g00439	g13868.t1
OG0007171	Sp12g00443	g13872.t1
OG0007172	Sp12g00444	g13873.t1
OG0007173	Sp12g00446	g13877.t1
OG0007174	Sp12g00451	g13881.t1
OG0007175	Sp12g00453	g13883.t1
OG0007176	Sp12g00464	g13894.t1
OG0007177	Sp12g00469	g13903.t1
OG0007178	Sp12g00472	g13906.t1
OG0007179	Sp12g00473	g13908.t1
OG0007180	Sp12g00474	g13909.t1
OG0007181	Sp12g00482	g13917.t1
OG0007182	Sp12g00484	g13919.t1
OG0007183	Sp12g00485	g13920.t1
OG0007184	Sp12g00489	g13924.t1
OG0007185	Sp12g00492	g13927.t1
OG0007186	Sp12g00524	g13936.t1
OG0007187	Sp12g00525	g13937.t1, g13938.t1
OG0007188	Sp12g00526	g13939.t1
OG0007189	Sp12g00527	g13940.t1
OG0007190	Sp12g00539	g13944.t1
OG0007191	Sp12g00541	g13946.t1
OG0007192	Sp12g00542	g13947.t1
OG0007193	Sp12g00543	g13948.t1
OG0007194	Sp12g00546	g13951.t1
OG0007195	Sp12g00547	g13952.t1
OG0007196	Sp12g00549	g13953.t1
OG0007197	Sp12g00550	g13954.t1
OG0007198	Sp12g00560	g13962.t1
OG0007199	Sp12g00562	g13963.t1
OG0007200	Sp12g00564	g13964.t1
OG0007201	Sp12g00567	g13966.t1
OG0007202	Sp12g00577	g13976.t1
OG0007203	Sp12g00586	g13984.t1
OG0007204	Sp12g00587	g13985.t1
OG0007205	Sp12g00589	g13987.t1
OG0007206	Sp12g00591	g13990.t1
OG0007207	Sp12g00592	g13991.t1
OG0007208	Sp12g00595	g13993.t1
OG0007209	Sp12g00603	g14002.t1
OG0007210	Sp12g00607	g14006.t1
OG0007211	Sp12g00608	g14007.t1
OG0007212	Sp12g00610	g14009.t1
OG0007213	Sp12g00617	g14014.t1
OG0007214	Sp12g00618	g14015.t1
OG0007215	Sp12g00620	g14017.t1
OG0007216	Sp12g00624	g14020.t1
OG0007217	Sp12g00626	g14022.t1
OG0007218	Sp12g00628	g14025.t1
OG0007219	Sp12g00638	g14032.t1
OG0007220	Sp12g00641	g14035.t1
OG0007221	Sp12g00645	g14039.t1
OG0007222	Sp12g00646	g14040.t1
OG0007223	Sp12g00647	g14041.t1
OG0007224	Sp12g00648	g14042.t1
OG0007225	Sp12g00651	g14045.t1
OG0007226	Sp12g00654	g14048.t1
OG0007227	Sp12g00659	g14053.t1
OG0007228	Sp12g00662	g14056.t1
OG0007229	Sp12g00666	g14061.t1
OG0007230	Sp12g00673	g14066.t1
OG0007231	Sp12g00675	g14067.t1
OG0007232	Sp12g00676	g14068.t1
OG0007233	Sp12g00678	g14069.t1
OG0007234	Sp12g00681	g14072.t1
OG0007235	Sp12g00684	g14075.t1
OG0007236	Sp12g00687	g14078.t1
OG0007237	Sp12g00689	g14080.t1
OG0007238	Sp12g00690	g14081.t1
OG0007239	Sp12g00693	g14083.t1
OG0007240	Sp12g00696	g14086.t1
OG0007241	Sp12g00705	g14094.t1
OG0007242	Sp12g00707	g14096.t1
OG0007243	Sp12g00709	g14099.t1
OG0007244	Sp12g00710	g14100.t1
OG0007245	Sp12g00711	g14101.t1
OG0007246	Sp12g00714	g14104.t1
OG0007248	Sp12g00716	g14112.t1
OG0007249	Sp12g00717	g14113.t1
OG0007250	Sp12g00720	g14116.t1
OG0007251	Sp12g00722	g14118.t1
OG0007252	Sp12g00725	g14120.t1
OG0007253	Sp12g00726	g14121.t1
OG0007254	Sp12g00729	g14125.t1
OG0007255	Sp12g00730	g14126.t1
OG0007256	Sp12g00735	g14130.t1
OG0007257	Sp12g00737	g14132.t1
OG0007258	Sp12g00738	g14133.t1
OG0007259	Sp12g00740	g14135.t1
OG0007260	Sp12g00749	g14140.t1
OG0007261	Sp12g00750	g14141.t1
OG0007262	Sp12g00755	g14146.t1
OG0007263	Sp12g00759	g14150.t1
OG0007264	Sp12g00763	g14154.t1
OG0007265	Sp11g00874, Sp12g00770	g14159.t1
OG0007266	Sp12g00772	g14161.t1
OG0007267	Sp12g00791	g14179.t1
OG0007268	Sp12g00793	g14181.t1
OG0007269	Sp12g00801	g14189.t1
OG0007270	Sp12g00806	g14192.t1
OG0007271	Sp12g00808	g14194.t1
OG0007272	Sp12g00809	g14195.t1
OG0007273	Sp12g00810	g14196.t1
OG0007274	Sp12g00811	g14197.t1
OG0007275	Sp12g00818	g14203.t1
OG0007276	Sp12g00824	g14208.t1
OG0007277	Sp12g00827	g14212.t1
OG0007278	Sp12g00828	g14214.t1
OG0007279	Sp12g00831	g14217.t1
OG0007280	Sp12g00835	g14222.t1
OG0007281	Sp12g00836	g14223.t1
OG0007282	Sp12g00838	g14226.t1
OG0007283	Sp12g00844	g14233.t1
OG0007284	Sp12g00848	g14238.t1
OG0007285	Sp12g00853	g14242.t1
OG0007286	Sp12g00854	g14243.t1
OG0007287	Sp12g00855	g14244.t1
OG0007288	Sp12g00859	g14247.t1
OG0007289	Sp12g00861	g14250.t1
OG0007291	Sp12g00871	g14259.t1
OG0007292	Sp12g00872	g14260.t1
OG0007293	Sp12g00873	g14261.t1
OG0007294	Sp12g00881	g14271.t1
OG0007294	Sp12g00883	g14273.t1
OG0007295	Sp12g00886	g14275.t1
OG0007296	Sp12g00889	g14277.t1
OG0007297	Sp12g00890	g14278.t1
OG0007298	Sp12g00891	g14279.t1
OG0007299	Sp12g00894	g14282.t1
OG0007300	Sp12g00895	g14283.t1
OG0007301	Sp12g00896	g14284.t1
OG0007302	Sp12g00897	g14285.t1
OG0007303	Sp12g00900	g14288.t1
OG0007304	Sp12g00904	g14292.t1
OG0007305	Sp12g00910	g14297.t1
OG0007306	Sp12g00911	g14298.t1
OG0007307	Sp12g00915	g14302.t1
OG0007308	Sp12g00920	g14306.t1
OG0007309	Sp12g00921	g14307.t1
OG0007310	Sp12g00922	g14308.t1
OG0007311	Sp12g00923	g14309.t1
OG0007312	Sp12g00930	g14320.t1
OG0007313	Sp12g00929	g14321.t1
OG0007314	Sp12g00927	g14322.t1
OG0007315	Sp12g00947	g14331.t1
OG0007316	Sp12g00951	g14335.t1
OG0007317	Sp12g00955	g14339.t1
OG0007318	Sp12g00956	g14340.t1
OG0007319	Sp12g00957	g14341.t1
OG0007320	Sp12g00184	g14346.t1
OG0007321	Sp12g00183	g14348.t1
OG0007322	Sp12g00181	g14350.t1
OG0007323	Sp12g00177	g14352.t1
OG0007324	Sp12g00174	g14355.t1
OG0007325	Sp12g00169, Sp12g00157	g14358.t1
OG0007326	Sp12g00156	g14359.t1
OG0007327	Sp12g00155	g14361.t1
OG0007328	Sp12g00154	g14362.t1
OG0007329	Sp12g00148	g14366.t1
OG0007330	Sp12g00147	g14367.t1
OG0007331	Sp12g00144	g14370.t1
OG0007332	Sp12g00142	g14372.t1
OG0007333	Sp12g00141	g14373.t1
OG0007334	Sp12g00134	g14378.t1
OG0007335	Sp12g00131	g14381.t1
OG0007336	Sp12g00128	g14385.t1
OG0007337	Sp12g00127	g14386.t1
OG0007338	Sp12g00126	g14387.t1
OG0007339	Sp12g00124	g15518.t1, g14388.t1
OG0007340	Sp12g00121	g14391.t1
OG0007341	Sp12g00119	g14392.t1
OG0007342	Sp12g00118	g14393.t1
OG0007343	Sp12g00117	g14394.t1
OG0007344	Sp12g00114	g14397.t1
OG0007345	Sp12g00113	g14398.t1
OG0007346	Sp12g00110	g14402.t1
OG0007347	Sp12g00100	g14409.t1
OG0007348	Sp12g00099	g14410.t1
OG0007349	Sp12g00097	g14413.t1
OG0007350	Sp12g00094	g14414.t1
OG0007351	Sp12g00090	g14418.t1
OG0007352	Sp12g00089	g14419.t1
OG0007353	Sp12g00085	g14424.t1
OG0007354	Sp12g00079	g14429.t1
OG0007354	Sp12g00075	g14431.t1
OG0007355	Sp12g00067	g14436.t1
OG0007356	Sp12g00051	g14441.t1
OG0007357	Sp12g00019	g14460.t1
OG0007358	Sp12g00016	g14462.t1
OG0007359	Sp12g00015	g14463.t1
OG0007360	Sp12g00013	g14465.t1
OG0007361	Sp12g00008	g14470.t1
OG0007362	Sp12g00007	g14471.t1
OG0007363	Sp12g00006	g14473.t1
OG0007364	Sp12g00005	g14475.t1
OG0007365	Sp12g00004	g14476.t1
OG0007366	Sp18g00662	g14493.t1
OG0007367	Sp18g00641	g14510.t1
OG0007368	Sp18g00630	g14521.t1
OG0007369	Sp18g00628	g14522.t1
OG0007370	Sp18g00627	g14523.t1
OG0007371	Sp18g00625	g14525.t1
OG0007372	Sp18g00622	g14528.t1
OG0007373	Sp18g00620	g14529.t1
OG0007374	Sp18g00610	g14537.t1
OG0007375	Sp18g00609	g14538.t1
OG0007376	Sp18g00608	g14540.t1
OG0007377	Sp18g00607	g14541.t1
OG0007378	Sp18g00605	g14546.t1
OG0007379	Sp18g00602	g14548.t1
OG0007380	Sp18g00601	g14549.t1
OG0007381	Sp18g00600	g14550.t1
OG0007382	Sp18g00597	g14553.t1
OG0007383	Sp18g00596	g14554.t1
OG0007384	Sp18g00592	g14557.t1
OG0007385	Sp18g00590	g14559.t1
OG0007386	Sp18g00589	g14561.t1
OG0007387	Sp18g00587	g14563.t1
