Orthogroup	Sp7498_pacbio.protein	Sp9509_oxford_v3.proteins
OG0005648	g9126.t1	Sp19g00463
OG0005649	g9128.t1	Sp19g00465
OG0005650	g9133.t1	Sp19g00471
OG0005651	g9137.t1	Sp19g00475
OG0005652	g9146.t1	Sp19g00483
OG0005653	g9150.t1	Sp19g00488
OG0005654	g9151.t1	Sp19g00489
OG0005655	g9153.t1	Sp19g00491
OG0005656	g9156.t1	Sp19g00492
OG0005657	g9157.t1	Sp19g00493
OG0005658	g9158.t1	Sp19g00494
OG0005659	g18474.t1, g9160.t1	Sp19g00497
OG0005660	g9161.t1	Sp19g00498
OG0005661	g9165.t1	Sp19g00503
OG0005662	g9167.t1	Sp19g00505
OG0005663	g9169.t1	Sp19g00508
OG0005664	g9172.t1	Sp19g00511
OG0005665	g9188.t1	Sp20g00551
OG0005666	g9195.t1	Sp20g00556
OG0005668	g9205.t1	Sp20g00562
OG0005669	g9207.t1	Sp20g00565
OG0005670	g9215.t1	Sp20g00572
OG0005671	g9221.t1	Sp20g00578
OG0005672	g9224.t1	Sp20g00581
OG0005673	g9234.t1	Sp20g00590
OG0005674	g9241.t1	Sp20g00598
OG0005675	g9242.t1	Sp20g00599
OG0005676	g9243.t1	Sp20g00600
OG0005677	g9256.t1	Sp16g00672
OG0005679	g9262.t1	Sp16g00668
OG0005680	g9264.t1	Sp16g00665
OG0005681	g9267.t1	Sp16g00663
OG0005682	g9269.t1	Sp16g00661
OG0005683	g9274.t1	Sp09g00005
OG0005684	g9275.t1	Sp09g00007
OG0005685	g9278.t1	Sp09g00010
OG0005686	g9279.t1	Sp09g00012
OG0005687	g9280.t1	Sp09g00013
OG0005688	g9281.t1	Sp09g00014
OG0005689	g9284.t1	Sp09g00017
OG0005690	g9285.t1	Sp09g00018
OG0005691	g9288.t1	Sp09g00021
OG0005692	g9294.t1	Sp09g00029
OG0005693	g9296.t1	Sp09g00031
OG0005694	g9297.t1	Sp09g00032
OG0005695	g9300.t1	Sp09g00035
OG0005696	g9301.t1	Sp09g00037
OG0005697	g9302.t1	Sp09g00038
OG0005698	g9305.t1	Sp09g00042
OG0005699	g9307.t1	Sp09g00044
OG0005700	g9312.t1	Sp09g00047
OG0005701	g9315.t1	Sp09g00051
OG0005702	g9316.t1	Sp09g00052
OG0005703	g9321.t1	Sp09g00056
OG0005704	g9323.t1	Sp09g00058
OG0005705	g9325.t1	Sp09g00061
OG0005706	g9334.t1	Sp09g00070
OG0005707	g9336.t1	Sp09g00072
OG0005708	g9339.t1	Sp09g00074
OG0005709	g9342.t1	Sp09g00077
OG0005710	g9346.t1	Sp09g00082
OG0005711	g9347.t1	Sp09g00083
OG0005712	g9351.t1	Sp09g00086
OG0005713	g17454.t1	Sp02g00166
OG0005713	g9352.t1	Sp09g00087
OG0005714	g9353.t1	Sp09g00088
OG0005715	g9354.t1	Sp09g00089
OG0005716	g9358.t1	Sp09g00093
OG0005717	g9364.t1	Sp09g00098
OG0005718	g9372.t1	Sp09g00107
OG0005719	g9374.t1	Sp09g00108
OG0005720	g9378.t1	Sp09g00116
OG0005721	g9389.t1	Sp09g00130
OG0005722	g9392.t1	Sp09g00133
OG0005723	g9395.t1	Sp09g00136
OG0005724	g9401.t1	Sp09g00141
OG0005725	g9402.t1	Sp09g00142
OG0005726	g9404.t1	Sp09g00144
OG0005727	g9405.t1	Sp09g00145
OG0005728	g9411.t1	Sp09g00151
OG0005729	g9415.t1	Sp09g00154
OG0005730	g9417.t1	Sp09g00156
OG0005731	g9418.t1	Sp09g00157
OG0005732	g9419.t1	Sp09g00158
OG0005733	g9422.t1	Sp09g00161
OG0005734	g9430.t1	Sp09g00170
OG0005735	g9431.t1	Sp09g00171
OG0005737	g9433.t1	Sp09g00174
OG0005738	g9435.t1	Sp09g00176
OG0005739	g9439.t1	Sp09g00180
OG0005740	g9441.t1	Sp09g00182
OG0005741	g9444.t1	Sp09g00185
OG0005742	g9445.t1	Sp09g00187
OG0005743	g9447.t1	Sp09g00189
OG0005744	g9448.t1	Sp09g00190
OG0005745	g9449.t1	Sp09g00191
OG0005746	g9451.t1	Sp09g00193
OG0005747	g9459.t1	Sp09g00199
OG0005748	g9460.t1	Sp09g00200
OG0005749	g9462.t1	Sp09g00202
OG0005750	g9465.t1	Sp09g00206
OG0005750	g9467.t1	Sp09g00208
OG0005751	g9471.t1	Sp09g00214
OG0005752	g9473.t1	Sp09g00216
OG0005753	g9474.t1	Sp09g00217
OG0005754	g9475.t1	Sp09g00218
OG0005755	g9476.t1	Sp09g00219
OG0005756	g9480.t1	Sp09g00223
OG0005757	g9485.t1	Sp09g00227
OG0005758	g9488.t1	Sp09g00230
OG0005759	g9489.t1	Sp09g00231
OG0005760	g17863.t1, g9492.t1	Sp09g00234
OG0005761	g9494.t1	Sp09g00236
OG0005762	g9495.t1	Sp09g00237
OG0005763	g9499.t1	Sp09g00241
OG0005764	g9500.t1	Sp09g00242
OG0005765	g9501.t1	Sp09g00243
OG0005766	g9508.t1	Sp09g00249
OG0005767	g9509.t1	Sp09g00250
OG0005768	g9511.t1	Sp09g00252
OG0005769	g9520.t1	Sp09g00261
OG0005770	g9521.t1	Sp09g00262
OG0005771	g9522.t1	Sp09g00263
OG0005772	g9523.t1	Sp09g00264
OG0005773	g9529.t1	Sp09g00269
OG0005774	g9531.t1	Sp09g00271
OG0005775	g9534.t1	Sp09g00273
OG0005776	g9535.t1	Sp09g00274
OG0005777	g9538.t1	Sp09g00277
OG0005778	g9540.t1	Sp09g00279
OG0005779	g9543.t1	Sp09g00284
OG0005780	g9544.t1	Sp09g00286
OG0005781	g9546.t1	Sp09g00288
OG0005782	g9548.t1	Sp09g00290
OG0005783	g9550.t1	Sp09g00292
OG0005784	g9552.t1	Sp09g00294
OG0005785	g9557.t1	Sp09g00299
OG0005786	g9560.t1	Sp09g00301
OG0005787	g9563.t1	Sp09g00306
OG0005788	g9565.t1	Sp09g00307
OG0005789	g9568.t1	Sp09g00311
OG0005790	g9572.t1	Sp09g00316
OG0005791	g9573.t1	Sp09g00317
OG0005792	g9579.t1	Sp09g00323
OG0005793	g9582.t1	Sp09g00326
OG0005794	g9583.t1	Sp09g00327
OG0005795	g9590.t1	Sp09g00333
OG0005796	g9596.t1	Sp09g00339
OG0005797	g9600.t1	Sp09g00343
OG0005798	g9610.t1	Sp09g00354
OG0005799	g9612.t1	Sp09g00356
OG0005800	g9614.t1	Sp20g00273
OG0005801	g9616.t1	Sp09g00360
OG0005802	g9623.t1	Sp09g00366
OG0005803	g9627.t1	Sp09g00376
OG0005803	g9625.t1	Sp09g00374
OG0005804	g9629.t1	Sp09g00378
OG0005805	g9631.t1	Sp09g00381
OG0005806	g9632.t1	Sp09g00382
OG0005807	g9636.t1	Sp09g00386
OG0005808	g9650.t1	Sp09g00407
OG0005809	g9651.t1	Sp09g00408
OG0005810	g9655.t1	Sp09g00413, Sp09g00414
OG0005811	g9664.t1	Sp09g00423
OG0005812	g9665.t1	Sp09g00424
OG0005813	g9672.t1	Sp09g00433
OG0005814	g9681.t1	Sp09g00443
OG0005815	g9682.t1	Sp09g00444
OG0005816	g9683.t1	Sp09g00445
OG0005817	g9687.t1	Sp09g00450
OG0005818	g9690.t1	Sp09g00455
OG0005819	g9695.t1	Sp09g00463
OG0005820	g9697.t1	Sp09g00464
OG0005821	g9698.t1	Sp09g00465
OG0005822	g9699.t1	Sp09g00466
OG0005823	g9710.t1	Sp09g00483
OG0005824	g9711.t1	Sp09g00484
OG0005825	g9712.t1	Sp09g00485
OG0005826	g9713.t1	Sp09g00486
OG0005827	g9714.t1	Sp09g00487
OG0005828	g9719.t1	Sp09g00493
OG0005829	g9724.t1	Sp09g00500
OG0005830	g9728.t1	Sp09g00504
OG0005831	g9733.t1	Sp09g00509
OG0005832	g9737.t1	Sp09g00513
OG0005833	g9744.t1	Sp09g00522
OG0005834	g9747.t1	Sp09g00526
OG0005835	g9750.t1	Sp09g00529
OG0005836	g9753.t1	Sp09g00532
OG0005837	g9756.t1	Sp09g00535
OG0005838	g9759.t1	Sp09g00538
OG0005839	g9763.t1	Sp09g00541
OG0005840	g9767.t1	Sp09g00545
OG0005841	g9770.t1	Sp09g00548
OG0005842	g9774.t1	Sp09g00551
OG0005843	g9778.t1	Sp09g00554
OG0005844	g9780.t1	Sp09g00556
OG0005845	g9782.t1	Sp09g00558
OG0005846	g9789.t1	Sp09g00566
OG0005847	g9790.t1	Sp09g00568
OG0005848	g9795.t1	Sp09g00579
OG0005849	g9799.t1	Sp09g00582
OG0005850	g9802.t1	Sp09g00587
OG0005851	g9804.t1	Sp09g00590
OG0005852	g9805.t1	Sp09g00592
OG0005853	g9807.t1	Sp09g00594
OG0005854	g9809.t1	Sp09g00596
OG0005855	g9810.t1	Sp09g00597
OG0005856	g9812.t1	Sp09g00598
OG0005857	g9813.t1	Sp09g00599
OG0005858	g9817.t1	Sp09g00604
OG0005859	g9818.t1	Sp09g00605
OG0005860	g9820.t1	Sp09g00607
OG0005861	g9823.t1	Sp09g00610
OG0005862	g9824.t1	Sp09g00611
OG0005863	g9826.t1	Sp09g00613
OG0005864	g9828.t1	Sp09g00615
OG0005865	g9832.t1	Sp09g00619
OG0005866	g9835.t1	Sp09g00623
OG0005867	g9836.t1	Sp09g00624
OG0005868	g9837.t1	Sp09g00625
OG0005869	g9838.t1	Sp09g00626
OG0005870	g9844.t1	Sp09g00631
OG0005871	g9850.t1	Sp09g00636
OG0005872	g9854.t1	Sp09g00640
OG0005873	g9855.t1	Sp09g00642
OG0005874	g9857.t1	Sp09g00644
OG0005874	g10724.t1	Sp04g01082
OG0005875	g9864.t1	Sp09g00651
OG0005876	g9869.t1	Sp09g00656
OG0005877	g9870.t1	Sp09g00657
OG0005878	g9872.t1	Sp09g00658
OG0005879	g9873.t1	Sp09g00660
OG0005880	g9875.t1	Sp09g00662
OG0005881	g9878.t1	Sp09g00665
OG0005882	g9881.t1	Sp09g00668
OG0005883	g9883.t1	Sp09g00669
OG0005884	g9885.t1	Sp09g00672
OG0005885	g9890.t1	Sp09g00677
OG0005886	g9891.t1	Sp09g00678
OG0005887	g9892.t1	Sp09g00679
OG0005888	g9893.t1	Sp09g00680
OG0005889	g9894.t1	Sp09g00681
OG0005890	g9895.t1	Sp09g00682
OG0005891	g9896.t1	Sp09g00683
OG0005892	g9897.t1	Sp09g00685
OG0005893	g9898.t1	Sp09g00686
OG0005894	g9899.t1	Sp09g00687
OG0005895	g9901.t1	Sp09g00689
OG0005896	g9902.t1	Sp09g00690
OG0005897	g9906.t1	Sp09g00694
OG0005898	g9908.t1	Sp09g00696
OG0005899	g9911.t1	Sp09g00699
OG0005900	g9912.t1	Sp09g00700
OG0005901	g9913.t1	Sp09g00701
OG0005902	g9915.t1	Sp09g00702
OG0005903	g9917.t1	Sp09g00704
OG0005904	g9919.t1	Sp09g00706
OG0005905	g9925.t1	Sp09g00717
OG0005906	g9926.t1	Sp09g00718
OG0005907	g9927.t1	Sp09g00719
OG0005908	g9928.t1	Sp09g00720
OG0005909	g9935.t1	Sp09g00724
OG0005910	g9936.t1	Sp09g00725
OG0005911	g9941.t1	Sp09g00729
OG0005912	g9945.t1	Sp09g00736
OG0005913	g9947.t1	Sp09g00738
OG0005914	g9948.t1	Sp09g00739
OG0005915	g9949.t1	Sp09g00740
OG0005916	g9955.t1	Sp09g00747
OG0005917	g9957.t1	Sp09g00749
OG0005917	g16029.t1	Sp03g01395
OG0005918	g9959.t1	Sp09g00752
OG0005919	g9961.t1	Sp09g00754
OG0005920	g9964.t1	Sp09g00759
OG0005921	g9967.t1	Sp09g00762
OG0005922	g9971.t1	Sp09g00767
OG0005923	g9972.t1	Sp09g00768
OG0005924	g9974.t1	Sp09g00770
OG0005925	g9979.t1	Sp09g01137
OG0005926	g9981.t1	Sp09g01134
OG0005927	g9982.t1	Sp09g01133
OG0005928	g9983.t1	Sp09g01132
OG0005929	g9985.t1	Sp09g01130
OG0005930	g9992.t1	Sp09g01124
OG0005931	g9994.t1	Sp09g01122
OG0005932	g9996.t1	Sp09g01118
OG0005932	g17199.t1	Sp03g00135
OG0005933	g10000.t1	Sp09g01113
OG0005934	g10015.t1	Sp09g01097
OG0005935	g10018.t1	Sp09g01094
OG0005936	g10019.t1	Sp09g01093
OG0005937	g10020.t1	Sp09g01091
OG0005938	g10021.t1	Sp09g01090
OG0005939	g10027.t1	Sp09g01076
OG0005940	g10028.t1	Sp09g01075
OG0005941	g10030.t1	Sp09g01073
OG0005942	g10031.t1	Sp09g01072
OG0005943	g10034.t1	Sp09g01069
OG0005944	g10038.t1	Sp09g01060
OG0005945	g10039.t1	Sp09g01059
OG0005946	g10040.t1	Sp09g01058
OG0005947	g10042.t1	Sp09g01057
OG0005948	g10045.t1	Sp09g01054
OG0005949	g10047.t1	Sp09g01053
OG0005950	g10054.t1	Sp09g01041
OG0005951	g10056.t1	Sp09g01038
OG0005952	g10058.t1	Sp09g01036
OG0005953	g10060.t1	Sp09g01035
OG0005954	g10062.t1	Sp09g01033
OG0005955	g10067.t1	Sp09g01028
OG0005956	g10073.t1	Sp09g01023
OG0005957	g10076.t1	Sp09g01019
OG0005958	g10078.t1	Sp09g01018
OG0005959	g10084.t1	Sp09g01009
OG0005960	g10086.t1	Sp09g01007
OG0005961	g10091.t1	Sp09g01003
OG0005962	g10093.t1	Sp09g01001
OG0005964	g10099.t1	Sp09g00998
OG0005965	g10101.t1	Sp09g00995
OG0005966	g10103.t1	Sp09g00994
OG0005967	g10104.t1	Sp09g00993
OG0005968	g10107.t1	Sp09g00990
OG0005969	g10110.t1	Sp09g00988
OG0005969	g10108.t1	Sp09g00989
OG0005970	g10112.t1	Sp09g00984
OG0005971	g10121.t1	Sp09g00974
OG0005972	g10126.t1	Sp09g00968
OG0005973	g10130.t1	Sp09g00964
OG0005974	g10133.t1	Sp09g00960
OG0005975	g10135.t1	Sp09g00958
OG0005976	g10137.t1	Sp09g00957
OG0005977	g10140.t1	Sp09g00955
OG0005978	g10141.t1	Sp09g00954
OG0005979	g10144.t1	Sp09g00950
OG0005980	g10148.t1	Sp09g00946
OG0005981	g10149.t1	Sp01g00261, Sp09g00945
OG0005982	g10151.t1	Sp09g00943
OG0005983	g10155.t1	Sp09g00938
OG0005984	g10157.t1	Sp09g00935
OG0005985	g10160.t1	Sp09g00932
OG0005986	g10163.t1	Sp09g00928
OG0005987	g16590.t1	Sp03g00749
OG0005987	g10167.t1	Sp09g00922
OG0005988	g10172.t1	Sp09g00916
OG0005989	g10178.t1	Sp09g00910
OG0005990	g10179.t1	Sp09g00909
OG0005991	g10180.t1	Sp09g00908
OG0005992	g10181.t1	Sp09g00907
OG0005993	g10184.t1	Sp09g00905
OG0005994	g10187.t1	Sp09g00902
OG0005995	g10189.t1	Sp09g00900
OG0005996	g10192.t1	Sp09g00897
OG0005997	g10199.t1	Sp09g00890
OG0005998	g10200.t1	Sp09g00889
OG0005999	g10201.t1	Sp09g00888
OG0006000	g10202.t1	Sp09g00887
OG0006001	g10209.t1	Sp09g00877
OG0006002	g10213.t1	Sp09g00873
OG0006003	g10214.t1	Sp09g00872
OG0006004	g10216.t1	Sp09g00870
OG0006005	g10217.t1	Sp09g00869
OG0006006	g10221.t1	Sp09g00865
OG0006007	g10230.t1	Sp09g00856
OG0006008	g10233.t1	Sp09g00852
OG0006009	g10235.t1	Sp09g00851
OG0006010	g10237.t1	Sp09g00849
OG0006011	g10240.t1	Sp09g00846
OG0006012	g10241.t1	Sp09g00845
OG0006013	g10242.t1	Sp09g00844
OG0006014	g10249.t1	Sp09g00837
OG0006015	g10256.t1	Sp09g00831
OG0006016	g10258.t1	Sp09g00829
OG0006017	g10261.t1	Sp09g00825
OG0006018	g10271.t1	Sp09g00816
OG0006019	g10272.t1	Sp09g00815
OG0006020	g10278.t1	Sp09g00808
OG0006021	g10279.t1	Sp09g00806
OG0006022	g10280.t1	Sp09g00805
OG0006023	g10281.t1	Sp09g00804
OG0006024	g10286.t1	Sp09g00801
OG0006025	g10288.t1	Sp09g00797
OG0006026	g10294.t1	Sp09g00787
OG0006027	g10299.t1	Sp09g00783
OG0006028	g10301.t1	Sp09g00781
OG0006029	g10302.t1	Sp09g00779
OG0006030	g10311.t1	Sp04g01535
OG0006031	g10314.t1	Sp04g01532
OG0006032	g10319.t1	Sp04g01524
OG0006033	g10322.t1	Sp04g01520
OG0006034	g10323.t1	Sp04g01519
OG0006035	g10324.t1	Sp04g01518
OG0006036	g10325.t1	Sp04g01516
OG0006037	g10326.t1	Sp04g01515
OG0006038	g10330.t1	Sp04g01511
OG0006039	g10335.t1	Sp04g01506
OG0006040	g10338.t1	Sp04g01500
OG0006041	g10341.t1	Sp04g01498
OG0006042	g10343.t1	Sp04g01496
OG0006043	g10346.t1	Sp04g01493
OG0006044	g10359.t1	Sp04g01481
OG0006045	g10360.t1	Sp04g01480
OG0006046	g10362.t1	Sp04g01478
OG0006047	g10364.t1	Sp04g01475
OG0006048	g10366.t1	Sp04g01472
OG0006049	g10367.t1	Sp04g01471
OG0006050	g10368.t1	Sp04g01470
OG0006051	g10373.t1	Sp04g01464
OG0006052	g10375.t1	Sp04g01462
OG0006053	g10383.t1	Sp04g01452
OG0006054	g10384.t1	Sp04g01451
OG0006055	g10386.t1	Sp04g01449
OG0006056	g10397.t1	Sp04g01432
OG0006057	g17558.t1	Sp02g00274
OG0006057	g10400.t1	Sp04g01429
OG0006058	g10402.t1	Sp04g01427
OG0006059	g10403.t1	Sp04g01426
OG0006060	g10407.t1	Sp04g01423
OG0006061	g10413.t1	Sp04g01417
OG0006062	g10415.t1	Sp04g01415
OG0006063	g10416.t1	Sp04g01414
OG0006064	g10417.t1	Sp04g01413
OG0006065	g10419.t1	Sp04g01411
OG0006066	g10420.t1	Sp04g01410
OG0006067	g10421.t1	Sp04g01409
OG0006068	g10423.t1	Sp04g01407
OG0006069	g10424.t1	Sp04g01406
OG0006070	g10427.t1	Sp04g01403
OG0006071	g10429.t1	Sp04g01401
OG0006072	g10435.t1	Sp04g01394
OG0006073	g10436.t1	Sp04g01393
OG0006074	g10437.t1	Sp04g01392
OG0006075	g10438.t1	Sp04g01391
OG0006076	g10447.t1	Sp04g01384
OG0006077	g10458.t1	Sp04g01375
OG0006078	g10460.t1	Sp04g01373
OG0006079	g10462.t1	Sp04g01369
OG0006080	g10464.t1	Sp04g01367
OG0006081	g10465.t1	Sp04g01366
OG0006082	g10468.t1	Sp04g01358
OG0006083	g10469.t1	Sp04g01357
OG0006084	g10471.t1	Sp04g01355
OG0006085	g10478.t1	Sp04g01339
OG0006086	g10483.t1	Sp04g01335
OG0006087	g10486.t1	Sp04g01333
OG0006088	g10489.t1	Sp04g01330
OG0006089	g10496.t1	Sp04g01323
OG0006090	g10500.t1	Sp04g01318
OG0006091	g10502.t1	Sp04g01316
OG0006092	g10503.t1	Sp04g01315
OG0006093	g10507.t1	Sp04g01313
OG0006094	g10508.t1	Sp04g01312
OG0006095	g10509.t1	Sp04g01311
OG0006096	g10510.t1	Sp04g01310
OG0006097	g10515.t1	Sp04g01305
OG0006098	g10520.t1	Sp04g01299
OG0006099	g10521.t1	Sp04g01298
OG0006100	g10522.t1	Sp04g01297
OG0006101	g10523.t1	Sp04g01296
OG0006102	g10526.t1	Sp04g01293
OG0006103	g10527.t1	Sp04g01292
OG0006104	g10531.t1	Sp04g01288
OG0006105	g10532.t1	Sp04g01287
OG0006106	g10533.t1	Sp04g01286
OG0006107	g10534.t1	Sp04g01283
OG0006108	g10538.t1	Sp04g01279
OG0006109	g10544.t1	Sp04g01273
OG0006110	g10545.t1	Sp04g01272
OG0006111	g10546.t1	Sp04g01271
OG0006112	g10551.t1	Sp04g01268
OG0006113	g10554.t1	Sp04g01265
OG0006114	g10558.t1	Sp04g01261
OG0006115	g10562.t1	Sp04g01257
OG0006116	g10563.t1	Sp04g01256
OG0006117	g10565.t1	Sp04g01253
OG0006118	g10571.t1	Sp04g01250
OG0006119	g10574.t1	Sp04g01247
OG0006120	g10577.t1	Sp04g01245
OG0006121	g10581.t1	Sp04g01240
OG0006122	g10584.t1	Sp04g01237
OG0006123	g10585.t1	Sp04g01236
OG0006124	g10586.t1	Sp04g01235
OG0006125	g10588.t1	Sp04g01233
OG0006126	g10592.t1	Sp04g01230
OG0006127	g10597.t1	Sp04g01224
OG0006128	g10601.t1	Sp04g01220
OG0006129	g10602.t1	Sp04g01219
OG0006130	g10603.t1	Sp04g01218
OG0006131	g10605.t1	Sp04g01216
OG0006132	g10606.t1	Sp04g01215
OG0006133	g10607.t1	Sp04g01214
OG0006134	g10609.t1	Sp04g01212
OG0006135	g10611.t1	Sp04g01209
OG0006136	g10612.t1	Sp04g01208
OG0006137	g10613.t1	Sp04g01207
OG0006138	g10615.t1	Sp04g01204
OG0006139	g10616.t1	Sp04g01203
OG0006140	g10617.t1	Sp04g01202
OG0006141	g10619.t1	Sp04g01200
OG0006142	g10620.t1	Sp04g01199
OG0006143	g10623.t1	Sp04g01195
OG0006144	g10624.t1	Sp04g01194
OG0006145	g10626.t1	Sp04g01191
OG0006146	g10628.t1	Sp04g01189
OG0006147	g10629.t1	Sp04g01187
OG0006148	g10630.t1	Sp04g01186
OG0006149	g10631.t1	Sp04g01185
OG0006150	g10632.t1	Sp04g01184
OG0006151	g10633.t1	Sp04g01183
OG0006152	g10639.t1	Sp04g01178
OG0006153	g10643.t1	Sp04g01173
OG0006154	g10644.t1	Sp04g01171
OG0006155	g10645.t1	Sp04g01169
OG0006156	g10650.t1	Sp04g01165
OG0006157	g10652.t1	Sp04g01164
OG0006158	g10654.t1	Sp04g01162
OG0006159	g10655.t1	Sp04g01160
OG0006160	g10656.t1	Sp04g01159
OG0006161	g10657.t1	Sp04g01158
OG0006162	g10659.t1, g10658.t1	Sp04g01157
OG0006163	g10660.t1	Sp04g01155
OG0006164	g10662.t1	Sp04g01153
OG0006165	g10664.t1	Sp04g01151
OG0006166	g10666.t1	Sp04g01149
OG0006167	g10667.t1	Sp04g01148
OG0006168	g10675.t1	Sp04g01141
OG0006169	g10677.t1	Sp04g01139
OG0006170	g10678.t1	Sp04g01138
OG0006171	g10683.t1	Sp04g01124
OG0006172	g10685.t1	Sp04g01122
OG0006173	g10686.t1	Sp04g01121
OG0006174	g10687.t1	Sp04g01120
OG0006175	g10688.t1	Sp04g01119
OG0006176	g10693.t1	Sp04g01115
OG0006177	g10694.t1	Sp04g01114
OG0006178	g10698.t1	Sp04g01109
OG0006179	g10699.t1	Sp04g01107
OG0006180	g10701.t1	Sp04g01105
OG0006181	g10708.t1	Sp04g01096
OG0006182	g10709.t1	Sp04g01095
OG0006183	g10719.t1	Sp04g01087
OG0006184	g10720.t1	Sp04g01085
OG0006185	g10725.t1	Sp04g01081
OG0006186	g10726.t1	Sp04g01080
OG0006187	g10730.t1	Sp04g01076
OG0006188	g10735.t1	Sp04g01072
OG0006189	g10736.t1	Sp04g01069
OG0006190	g10737.t1	Sp04g01068
OG0006191	g10739.t1	Sp04g01067
OG0006192	g10745.t1	Sp04g01061
OG0006193	g10747.t1	Sp04g01059
OG0006194	g10752.t1	Sp04g01054
OG0006195	g10753.t1	Sp04g01053
OG0006196	g10762.t1	Sp04g01046
OG0006197	g10763.t1	Sp04g01045
OG0006198	g10765.t1	Sp04g01043
OG0006199	g10766.t1	Sp04g01041
OG0006200	g10767.t1	Sp04g01040
OG0006201	g10770.t1	Sp04g01034, Sp04g01035
OG0006202	g10773.t1	Sp04g01031
OG0006203	g10775.t1	Sp04g01029
OG0006204	g10776.t1	Sp04g01028
OG0006205	g10780.t1	Sp04g01025
OG0006206	g10781.t1	Sp04g01024
OG0006207	g10783.t1	Sp04g01022
OG0006208	g10786.t1	Sp04g01019
OG0006209	g10788.t1	Sp04g01016
OG0006210	g10789.t1	Sp04g01015
OG0006211	g10790.t1	Sp04g01014
OG0006212	g10793.t1	Sp04g01011
OG0006213	g10797.t1	Sp04g01008
OG0006214	g10800.t1	Sp04g01004
OG0006215	g10805.t1	Sp04g00999
OG0006216	g10807.t1	Sp04g00997
OG0006217	g10808.t1	Sp04g00996
OG0006218	g10809.t1	Sp04g00995
OG0006219	g10812.t1	Sp04g00992
OG0006220	g10813.t1	Sp04g00991
OG0006221	g10816.t1	Sp04g00988
OG0006222	g10817.t1	Sp04g00987
OG0006223	g10820.t1	Sp04g00984
OG0006224	g10825.t1	Sp04g00978
OG0006225	g10826.t1	Sp04g00977
OG0006226	g10827.t1	Sp04g00976
OG0006227	g10828.t1	Sp04g00974
OG0006228	g10831.t1	Sp04g00971
OG0006229	g10833.t1	Sp04g00969
OG0006230	g10836.t1	Sp04g00966
OG0006231	g10837.t1	Sp04g00965
OG0006232	g10840.t1	Sp04g00963
OG0006234	g10845.t1	Sp04g00956
OG0006235	g10849.t1	Sp04g00953
OG0006236	g10851.t1	Sp04g00951
OG0006237	g10852.t1	Sp04g00950
OG0006238	g10853.t1	Sp04g00949
OG0006239	g10861.t1	Sp04g00944
OG0006240	g10870.t1	Sp04g00936
OG0006241	g10871.t1	Sp04g00934
OG0006242	g10873.t1	Sp04g00931
OG0006243	g10875.t1	Sp04g00928
OG0006244	g10876.t1	Sp04g00927
OG0006245	g10878.t1	Sp04g00925
OG0006246	g10879.t1	Sp04g00924
OG0006247	g10889.t1	Sp04g00919
OG0006248	g10891.t1	Sp04g00917
OG0006249	g10892.t1	Sp04g00915
OG0006250	g10893.t1	Sp04g00914
OG0006251	g10894.t1	Sp04g00913
OG0006252	g10898.t1	Sp04g00909
OG0006253	g10900.t1	Sp04g00907
OG0006254	g10901.t1	Sp04g00906
OG0006255	g10902.t1	Sp04g00905
OG0006256	g10903.t1	Sp04g00904
OG0006257	g10905.t1	Sp04g00901
OG0006258	g10906.t1	Sp04g00900
OG0006260	g10909.t1	Sp04g00898
OG0006261	g10910.t1	Sp04g00897
OG0006262	g10911.t1	Sp04g00896
OG0006263	g10914.t1	Sp04g00892
OG0006264	g10915.t1	Sp04g00890
OG0006265	g10917.t1	Sp04g00889
OG0006266	g10919.t1	Sp04g00887
OG0006267	g10920.t1	Sp04g00885
OG0006268	g10922.t1	Sp04g00883
OG0006269	g10923.t1	Sp04g00882
OG0006270	g10924.t1	Sp04g00881
OG0006271	g10927.t1	Sp04g00876
OG0006272	g10928.t1	Sp04g00875
OG0006273	g10931.t1	Sp04g00872
OG0006274	g10938.t1	Sp04g00865
OG0006275	g10940.t1	Sp04g00863
OG0006276	g10947.t1	Sp04g00854
OG0006276	g10944.t1	Sp04g00858
OG0006277	g10950.t1	Sp04g00852
OG0006278	g10951.t1	Sp04g00851
OG0006279	g10958.t1	Sp04g00844
OG0006280	g10959.t1	Sp04g00843
OG0006281	g10961.t1	Sp04g00841
OG0006282	g10963.t1	Sp04g00839
OG0006283	g10967.t1	Sp04g00834
OG0006284	g10971.t1	Sp04g00831
OG0006285	g10972.t1	Sp04g00829
OG0006286	g10973.t1	Sp04g00828
OG0006287	g10979.t1	Sp04g00820
OG0006288	g10987.t1	Sp04g00812
OG0006289	g10989.t1	Sp04g00810
OG0006290	g10992.t1	Sp04g00808
OG0006291	g10994.t1	Sp04g00807
OG0006292	g11000.t1	Sp04g00800
OG0006293	g11002.t1	Sp04g00795, Sp04g00796
OG0006294	g11006.t1	Sp04g00793
OG0006295	g11009.t1	Sp04g00790
OG0006296	g11010.t1	Sp04g00789
OG0006297	g11011.t1	Sp04g00788
OG0006298	g11014.t1	Sp04g00785
OG0006299	g11018.t1	Sp04g00780
OG0006300	g11021.t1	Sp04g00776
OG0006301	g11029.t1	Sp04g00766
OG0006302	g11032.t1	Sp04g00763
OG0006303	g11033.t1	Sp04g00762
OG0006304	g11038.t1	Sp04g00755
OG0006305	g11041.t1	Sp04g00754
